Menu,Meth,Ingre,Step,ImURL,,,,,,,,,,,,,,,,,,,,
ข้าวกากหมูน้ำปลาพริก,คลุก,"กากหมู,พริกขี้หนู,กระเทียม,หอมแดง,มะนาว",นำกากหมูมาใส่ในกระทะเปิดไฟแรง จากนั้นเติมน้ำสะอาด แล้วต้มให้น้ำระเหยหมด|คอยคนอย่างสม่ำเสมอเพื่อป้องกันการไหม้ติดกระทะ |เมื่อน้ำระเหยหมด ปรับเป็นไฟอ่อน หมั่นคนอย่างสม่ำเสมอ จนได้สีเหลืองทอง|เมื่อได้สีที่ต้องการ ตักขึ้นสะเด็ดน้ำมัน |ซอยหอมแดง พริกขี้หนู กระเทียม เป็นชิ้นแล้วใส่ถ้วยเติมน้ำปลาและน้ำมะนาว คนให้เข้ากัน|ตักราดบนกากหมูได้ตามต้องการ ,https://img.wongnai.com/p/800x0/2019/12/15/3a1b96ab760b46af998ae5e488a78ad5.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวคลุกกะปิ,คลุก,"ข้าวหุงสุก,กะปิ",ตั้งน้ำมันให้ร้อน ใส่กะปิลงไปผัดให้หอม|ใส่น้ำ ผัดให้เข้าเป็นเนื้อเดียวกัน|ใส่ข้าวลงผัด ใช้ไฟแรงผัดให้เข้ากัน|ตักข้าวขึ้นใส่จาน จัดเสิร์ฟกับ,https://img.wongnai.com/p/800x0/2018/09/15/b6d20d502232447e828ff66af8ab191d.jpg,,,,,,,,,,,,,,,,,,,,
หมี่ผัดกระเฉด,ผัด,"กุ้ง,เส้นหมี่,พริก,กระเทียม,น้ำพริกเผา,น้ำมะขามเปียก,ผักกระเฉด",ตั้งกระทะ ไฟกลาง ใส่น้ำมันลงไปเล็กน้อย ตามด้วยกระเทียมสับ พริกสับ ผัดจนส่งกลิ่นหอม ตามด้วยพริกเผา และใส่กุ้งลงไป ผัดจนกุ้งสุก|ใส่เส้นหมี่ลงไป ปรุงรสด้วยน้ำปลา ซอสหอยนางรม ซีอิ้วขาว และน้ำเปล่า ผัดให้เข้ากันจนได้เส้นหมี่สีสวย ปิดท้ายด้วยใส่กระเฉดลงไปผัดให้เข้ากันแล้วปิดไฟ|ตักใส่จาน นำกุ้งมาไว้ด้านบนเพื่อความสวยงาม น่ารับประทาน,https://img.wongnai.com/p/800x0/2018/09/15/b6d20d502232447e828ff66af8ab191d.jpg,,,,,,,,,,,,,,,,,,,,
หมูผัดกระเทียมราดข้าว,ผัด,"เนื้อหมู,กระเทียม,ผักชี",หมักหมูสันนอกให้เข้มข้นเข้าเนื้อด้วย “รสดี” รสหมู ตามด้วยซอสหอยนางรม และน้ำตาลทราย หมักทิ้งไว้ 30 นาที|ทุบกระเทียมและนำมาสับให้ละเอียด|ตั้งกระทะใส่น้ำมัน ใส่กระเทียม ผัดให้กระเทียมสุกใส |ใส่เนื้อหมูที่หมัก ผัดให้หมูสุก|ตักราดบนข้าวสวยร้อน ๆ พร้อมเสิร์ฟ,https://img.wongnai.com/p/800x0/2019/10/01/91e7c73f6c9e4872acb563fa19f4c876.jpg,,,,,,,,,,,,,,,,,,,,
ยำไก่ย่าง,ยำ,"อกไก่,น้ำตาลปี๊บ,น้ำมะนาว,พริกขี้หนู,ขึ้นฉ่าย,หัวหอมใหญ่,มะเขือเทศ,เห็ดหูหนูขาว ",นำอกไก่หมักด้วยซอสหอยนางรม ผงปรุงรส น้ำตาลทราย ซีอิ๊วดำ ทิ้งไว้ประมาณ 30 นาที|ตั้งกระทะไฟกลาง ฉีดน้ำมันพืชลงไป นำไก่ย่างให้สุกทั้ง 2 ด้าน|หั่นไก่เป็นชิ้นๆ|น้ำยำใช้น้ำตาลปี๊บ น้ำปลา น้ำมะนาว พริกขี้หนูปั่นละเอียด ผงชูรส (ทำยำใส่เถอะ อร่อยขึ้น ) เติมน้ำร้อนได้นิดนึง ชิมรสตามชอบ|นำขึ้นฉ่าย หัวหอมใหญ่ มะเขือเทศใส่ลงไปในน้ำยำ คลุกเคล้าให้เข้ากัน|นำไก่ย่างลงไป (อันนี้นิวใส่เห็ดหูหนูขาวด้วยนะคะ วิธีทำคือนำเห็ดหูหนูขาวไปแช่ในน้ำให้พองนิ่ม และนำไปลวกให้สุก)|จากนั้นคลุกเคล้าให้เข้ากัน|พร้อมทาน  ,https://img.wongnai.com/p/400x0/2024/12/06/cc95af80305b4132b7b3be711b3b474f.jpg,,,,,,,,,,,,,,,,,,,,
ผัดไวไวขี้เมาไก่,ผัด,"บะหมี่กึ่งสำเร็จรูป,น้ำมันพืช,พริกขี้หนู,กระเทียม,เนื้อไก่,พริกไทยอ่อน,ใบมะกรูด ",ตั้งกระทะไฟแรง ตามด้วยน้ำเปล่า เมื่อน้ำเดือดใส่บะหมี่กึ่งสำเร็จรูปลงไป ต้มพอนิ่ม|ตักขึ้นพักไว้|ตั้งกระทะไฟกลาง ตามด้วยน้ำมันพืช นำกระเทียมและพริกขี้หนูปั่นละเอียดลงไปผัด ผัดให้หอม เติมน้ำเปล่าเล็กน้อย|ตามด้วยเนื้อไก่หั่น ปรุงรสน้ำตาลทราย ผงปรุงรส ซอยหอยนางรมให้ไก่มีรสชาติ ผัดจนสุก|ตามด้วยเส้นที่ลวกไว้ ปรุงรสอีกครั้ง ชิมรสตามชอบ|ตามด้วยใบมะกรูด ลูกพริกไทยอ่อน พริกชี้ฟ้า คลุกเคล้าให้เข้ากัน|ตามด้วยใบโหระพา|ผัดให้เข้ากัน ปิดไฟ|พร้อมทาน,https://img.wongnai.com/p/400x0/2024/12/04/0c227d629eb44cbab8ee10e886858ec1.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวต้มไข่เค็มซีฟู้ด,ต้ม,"ต้นหอม,ไข่เค็ม,ซุปก้อน,ข้าวสวย,เห็ดหอมสด,พริกไทย,มิริน,กุ้ง,ปลาหมึก,ผักชี ",ไข่เค็ม 2 ฟอง|หั่นเห็ดหอมสดเตรียมไว้|ตั้งหม้อหรือกระทะไฟกลาง ตามด้วยต้นหอม (ถ้าใครมีขิงนำไปผัดด้วยนะคะ) ผัดไปสักพักพอหอมสลบ|ตามด้วยไข่เค็ม ยีไข่เค็มให้เป็นชิ้นเล็กๆ|เติมน้ำเปล่า หรือ น้ำสต๊อก หากใครใช้น้ำเปล่า เติมซุปก้อนลงไปนะคะ|เมื่อน้ำเดือด เติมข้าวสวย|ตามด้วยเห็ดหอมสด มิริน พริกไทย (ใครไม่มีมิริน เปลี่ยนเป็นน้ำตาลทรายนิดหน่อยได้) และเมื่อเดือด เห็ดเริ่มสุกชิมรสนะคะ|จากนั้นตามด้วยกุ้งและปลาหมึก ปล่อยให้สุก ไม่คนนะคะ เดี๋ยวคาว|เรียบร้อยปิดไฟ|โรยต้นหอมอีกสักรอบ|พร้อมเสริ์ฟ ,https://img.wongnai.com/p/400x0/2024/11/29/5717b994b0a042b58368fa5943fd1207.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวแห้งทะเล,ลวก,"กุ้งขาว ,ปลาหมึก,ปลาอินทรีย์,ไข่ไก่,รากผักชี ,กระเทียม,พริกไทย,ข่าสับ,ตังฉ่าย,ขึ้นฉ่าย,ข้าวสวย",หั่นปลาอินทรีย์เป็นชิ้น แล้วนำลงทอดให้เหลือง ตักขึ้นพักไว้|ลวกกุ้งและปลาหมึกให้สุกเด้ง ตักขึ้นพักไว้เช่นกัน |โขลกรากผักชี กระเทียม พริกไทย และข่าสับ ให้ละเอียดเข้ากัน|ตั้งกระทะใส่น้ำมันเล็กน้อย ใส่เครื่องที่โขลกไว้ลงไป ตามด้วยตังฉ่าย ผัดให้ส่งกลิ่นหอม|ตอกไข่ใส่ลงไปผัดให้พอสุกเล็กน้อย ตามด้วยปลาอินทรีย์ทอด กุ้งลวก และปลาหมึกลวก ผัดให้เข้ากัน ปรุงรสด้วย ซีอิ๊วขาว ซอสหอยนางรม และน้ำปลาคลุกเคล้าให้ทั่ว|ปิดไฟ โรยด้วยขึ้นฉ่ายซอย คลุกอีกครั้ง แล้วยกขึ้นจากเตา|ตักเครื่องทะเลที่ผัดไว้ราดลงบนข้าว เสิร์ฟคู่กับน้ำจิ้มเต้าเจี้ยวและน้ำซุป เท่านี้ก็พร้อมอร่อย!,https://img.wongnai.com/p/800x0/2019/05/28/5cbf268b539e4df487e8ffbd77a210c1.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวไข่ข้นสามชั้นทอดคั่วพริกเกลือ,ทอด,"หมูสามชั้น,พริกขี้หนู,ไข่ไก่,นมจืด",หั่นสามชั้นเป็นชิ้นๆ ปรุงรสด้วยผงปรุงรส คลุกเคล้าให้เข้ากัน|ตั้งกระทะไฟกลาง ตามด้วยน้ำมันพืช เมื่อน้ำมันร้อนได้ที่ นำหมูลงทอด ทอดจนเหลืองกรอบน่ารับประทาน|ตักขึ้นพักไว้|เทน้ำมันที่ทอดหมูออก ให้เหลือติดกระทะเล็กน้อย นำพริกขี้หนูสับละเอียดลงไปผัดจนหอม ตามด้วยหมูสามชั้นที่ทอดไว้ ปรุงรสด้วยเกลือ คั่วให้เข้ากัน ชิมรสตามชอบ ปิดไฟ|ตอกไข่ไก่ใส่ภาชนะ ตามด้วยนมจืด ปรุงรสด้วยเกลือเล็กน้อย ตีให้เข้ากัน|ตั้งกระทะไฟอ่อน ตามด้วยเนย เมื่อเนยละลาย เทไข่ไก่ที่ตีไว้ลงไป|ระดับความสุกตามชอบ จากนั้นตักราดบนข้าวสวย|นำหมูสามชั้นทอดคั่วพริกเกลือที่พักไว้ ตักวางบนไข่ข้น พร้อมทาน,https://img.wongnai.com/p/400x0/2024/11/14/0ad1f4ea0e874349b7d1b34344a9e585.jpg,,,,,,,,,,,,,,,,,,,,
ยำวุ้นเส้นหมูยอ,ยำ,"วุ้นเส้น,หมูยอ,พริกแดงจินดา,ขึ้นฉ่าย,มะเขือเทศเชอร์รี่,หอมใหญ่,ถั่วลิสง,มะนาว",นำวุ้นเส้นมาแช่น้ำประมาณ 10 นาที หลังจากนั้นนำไปลวกให้เส้นสุก|นำหมูยอมาหั่นให้เป็นแว่น แล้วนำมาหั่นครึ่งอีกครั้งหนึ่ง เตรียมไว้|นำถั่วลิสงมาคั่ว เตรียมไว้|ปรุงรสชาติด้วยน้ำมะนาว น้ำปลา น้ำตาลทราย และพริกแดงจินดา คนจนทุกอย่างละลายเข้ากัน|ใส่วุ้นเส้น หมูยอ มะเขือเทศเชอร์รี่ และหอมใหญ่ คลุกเคล้าจนทุกอย่างเข้ากัน |นำยำวุ้นเส้นหมูยอที่คลุกเคล้าไว้มาจัดใส่จาน โรยด้วยถั่วลิสงคั่ว และขึ้นฉ่าย เพียงเท่านี้ “ยำวุ้นเส้นหมูยอ” ของเราก็พร้อมเสิร์ฟ,https://img.wongnai.com/p/800x0/2019/02/26/54a8fc75941f4e3aabc6ec504b50a28d.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวไก่อบ,อบ,"อกไก่,รากผักชี ,กระเทียม ,พริกไทย ,ซีอิ๊วดำ,น้ำซุป,คะน้า,แครอท,บรอกโคลี,ข้าวกล้อง",นำรากผักชี กระเทียม และพริกไทย ลงไปโขลกในครกให้แหลกเข้ากัน |ส่น้ำซุปลงในหม้อ ตามด้วยสามเกลอที่โขลกไว้ ซีอิ๊วขาว และซีอิ๊วดำ นำอกไก่ลอกหนังใส่ลงไป พอด้านหนึ่งเปลี่ยนเป็นสีน้ำตาล จึงพลิกกลับอีกด้าน เมื่อทั้งสองด้านเป็นสีน้ำตาลสวย ตักขึ้นพักไว้|หั่นอกไก่อบเป็นชิ้น ๆ วางลงบนจานข้าวกล้อง ราดน้ำที่ได้จากการตุ๋นไก่ พร้อมวางผักลวกเสิร์ฟเคียง พร้อมรับประทาน,https://img.wongnai.com/p/800x0/2018/11/02/8d1f2a89040c464385ad1f4c03d91c3a.jpg,,,,,,,,,,,,,,,,,,,,
ยำเห็ดออรินจิกุ้งสด,ยำ," เห็ดออรินจิ,กุ้งสด,พริกขี้หนู,มะนาว,มะเขือเทศเชอร์รี,ขึ้นฉ่าย,ถั่วลิสงคั่ว",นำหม้อขึ้นตั้งไฟปานกลาง เทน้ำเปล่าลงไป จากนั้นใส่เห็ดออรินจิสไลซ์ลงไปลวก พอตักเห็ดออกแล้วก็นำกุ้งสดลงไปลวกต่อ| พอกุ้งเปลี่ยนเป็นสีส้มให้ยกออกทันที เพราะถ้าลวกนานเกินไปจะทำให้เนื้อกุ้งแข็งค่ะ|เทน้ำปลาลงในชาม ตามด้วยพริกขี้หนูสับหยาบ น้ำมะนาว และน้ำตาล คนให้เข้ากันจนน้ำตาลละลาย|ใส่กุ้งสดลวก เห็ดออรินจิลวก มะเขือเทศเชอร์รี และขึ้นฉ่ายลงไป คนให้เข้ากัน|ตักใส่จาน และโรยถั่วลิสงคั่ว พร้อมเสิร์ฟค่ะ,https://img.wongnai.com/p/800x0/2018/09/12/5b619ec61d0f469faa627d660d5c0ff7.jpg,,,,,,,,,,,,,,,,,,,,
เต้าหู้ทรงเครื่องคุณหนู,ผัด,"เต้าหู้ไข่,หมูสับ,กุ้ง,แครอท,ข้าวโพด,ถั่วลันเตา,เห็ดหอม,กระเทียม,น้ำซุปไก่,แป้งมัน,ข้าวสวย",นำเต้าหู้ไข่ไปคลุกแป้งทอดกรอบบางๆ แล้วทอดพอเหลืองทองพักไว้|ตั้งกระทะใส่น้ำมันเล็กน้อย เจียวกระเทียมจนหอม|ใส่หมูสับและกุ้งสับลงไปผัดจนสุก|ใส่แครอท ข้าวโพดอ่อน เห็ดหอม และถั่วลันเตาลงไปผัดคลุกเคล้า|เติมน้ำซุปไก่ลงไปพอท่วม รอจนผักนิ่ม|ปรุงรสด้วยซอสหอยนางรม ซีอิ๊วขาว และน้ำตาลทรายให้รสชาติกลมกล่อม|ค่อยๆ เทน้ำละลายแป้งมันลงไป คนจนน้ำซอสเริ่มเหนียวข้นและใส|ใส่เต้าหู้ไข่ที่ทอดไว้ลงไปคลุกกับน้ำซอสเบาๆ|ตักราดบนข้าวสวยร้อนๆ พร้อมเสิร์ฟ,https://img.wongnai.com/p/800x0/2018/12/14/f5b08f8ba2814307943234d956ae11a0.jpg,,,,,,,,,,,,,,,,,,,,
ต้มซุปเปอร์ปีกไก่,ต้ม,"ปีกไก่,รากผักชี,กระเทียมบุบ,พริกขี้หนูสวน,มะนาว,ซีอิ๊วดำ,ข่า,ตะไคร้,ใบมะกรูด,ผักชีฝรั่งซอย,พริกแห้ง",ล้างปีกไก่ให้สะอาดแล้วนำไปต้มในน้ำเดือดที่ใส่รากผักชี กระเทียม ข่า และตะไคร้|คอยช้อนฟองออกเพื่อให้น้ำซุปใส|ปรุงสีน้ำซุปด้วยซีอิ๊วดำและซีอิ๊วขาวเล็กน้อย|ลดไฟลงแล้วตุ๋นปีกไก่ไปเรื่อยๆ ประมาณ 45-60 นาทีจนเนื้อไก่เปื่อยนุ่มล่อนจากกระดูก|เตรียมชามสำหรับปรุงรส ใส่พริกขี้หนูสวนบุบ น้ำมะนาว และน้ำปลาลงไป|ตักปีกไก่และน้ำซุปร้อนๆ ลงในชามปรุงรส คลุกเคล้าให้เข้ากัน|ชิมรสให้ได้ความเปรี้ยว เค็ม และเผ็ดนำ|โรยหน้าด้วยผักชีฝรั่งซอยและพริกแห้งทอดเพื่อเพิ่มความหอมก่อนเสิร์ฟ,https://img.wongnai.com/p/1968x0/2024/10/17/ed6162d7708c404f9e5f1d9fb483bd01.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวหน้าหมูปั้นเทอริยากิ,ผัด,"หมูสับ,รากผักชี,กระเทียม,ขิง,ไข่ไก่,แป้งข้าวโพด,ซอสเทอริยากิ,มิริน,งาขาวคั่ว,ต้นหอม,ข้าวญี่ปุ่น",ผสมหมูสับกับรากผักชี กระเทียม ขิง และไข่ไก่ให้เข้ากัน|ใส่แป้งข้าวโพดลงไปนวดต่อจนเนื้อหมูเริ่มเหนียวและเกาะตัวกันดี|ปั้นหมูเป็นก้อนกลมแบนขนาดพอดีคำ|ตั้งกระทะใส่น้ำมันเล็กน้อย นำหมูปั้นลงไปจี้จนสุกเหลืองทั้งสองด้าน|รินน้ำมันส่วนเกินออกแล้วเทซอสเทอริยากิ มิริน และน้ำตาลทรายลงไป|เคี่ยวซอสจนงวดและเคลือบตัวหมูปั้นจนเงาสวย|ตักหมูปั้นวางบนข้าวญี่ปุ่นร้อนๆ|ราดน้ำซอสที่เหลือในกระทะลงไป|โรยหน้าด้วยงาขาวคั่วและต้นหอมซอยพร้อมจัดเสิร์ฟ,https://img.wongnai.com/p/800x0/2018/11/12/ee5cfac4e9c74ebd90d330c99f7e6db8.jpg,,,,,,,,,,,,,,,,,,,,
มักกะโรนีผัดกะเพราหมูกรอบ,ผัด,"เส้นมักกะโรนี,หมูกรอบ,ใบกะเพรา,พริกขี้หนูสวน,กระเทียม,น้ำพริกเผา,ซีอิ๊วดำ",โขลกพริกขี้หนูและกระเทียมให้พอหยาบ|ตั้งกระทะใส่น้ำมันพอร้อน นำพริกกระเทียมลงไปผัดจนหอมฉุน|ใส่เส้นมักกะโรนีที่ต้มสุกแล้วลงไปผัดคลุกเคล้า|ปรุงรสด้วยซอสหอยนางรม ซีอิ๊วขาว น้ำตาลทราย และน้ำพริกเผา|เหยาะซีอิ๊วดำหวานเล็กน้อยเพื่อให้สีสันสวยงามน่าทาน|ใส่หมูกรอบลงไปผัดอย่างรวดเร็วเพื่อรักษาความกรอบ|ปิดท้ายด้วยการใส่ใบกะเพราลงไปผัดสะดุ้งไฟพอให้หอม|ตักใส่จานพร้อมเสิร์ฟขณะร้อนๆ,https://img.wongnai.com/p/800x0/2018/09/24/42a0b8d8ebfd4d20ba80b7f5832e2d29.jpg,,,,,,,,,,,,,,,,,,,,
ข้าวอบต้มยำกุ้ง,อบ,"ข้าวสวย,กุ้ง,ข่า,ตะไคร้,ใบมะกรูด,น้ำพริกเผา,มะนาว,นมข้นจืด,น้ำซุปไก่,เห็ดฟาง,พริกขี้หนูบ,ผักชีฝรั่ง",ล้างข้าวสารให้สะอาดแล้วพักให้สะเด็ดน้ำ|ตั้งกระทะใส่กุ้งลงไปผัดพอสะดุ้งให้เริ่มสุกแล้วตักพักไว้|นำน้ำพริกเผาลงไปผัดกับน้ำมันเล็กน้อยจนหอม|ใส่ข่า ตะไคร้ และใบมะกรูดลงไปผัดคลุกเคล้ากับข้าวสารที่เตรียมไว้|เทข้าวและสมุนไพรลงในหม้อหุงข้าว|ปรุงรสน้ำซุปไก่ด้วยน้ำปลาและนมข้นจืดแล้วเทลงในหม้อข้าวให้พอดีระดับการหุงปกติ|ใส่เห็ดฟางและพริกขี้หนูบุบลงไปบนหน้าข้าว|เมื่อข้าวสุกใกล้จะระอุให้วางกุ้งที่พักไว้ลงไปด้านบนแล้วปิดฝาอบต่อจนข้าวสุกสนิท|บีบมะนาวสดและโรยผักชีฝรั่งซอยลงไปคลุกเคล้าเบาๆ ก่อนจัดเสิร์ฟ,https://img.wongnai.com/p/800x0/2018/09/06/a1cd0b58c5a34a6dba46293093b217cb.jpg,,,,,,,,,,,,,,,,,,,,
หมูผัดเปรี้ยวหวาน,ผัด,"กระเทียม,หมู,สับปะรด,แตงกวา,หอมใหญ่,พริกฝรั่งเหลือง,มะเขือเทศ,ต้นหอม,ซอสมะเขือเทศ",เจียวกระเทียมสับในน้ำมันพืชจนหอม ใส่เนื้อหมูลงไปผัดจนเกือบสุก|จากนั้นใส่สับปะรด แตงกวา หอมใหญ่ พริกฝรั่งเหลือง ต้นหอม และมะเขือเทศลงไปผัดจนสุก|ปรุงรสด้วยซอสมะเขือเทศ น้ำตาลทราย และเกลือป่น ใส่น้ำเปล่าลงไปเล็กน้อย ผัดให้เข้ากัน ชิมรสตามชอบ ตักใส่จาน โรยต้นหอมซอยเล็กน้อย จัดเสิร์ฟ ,https://img.wongnai.com/p/1600x0/2017/06/26/a9df827734634b518f01153c9f8fb089.jpg,,,,,,,,,,,,,,,,,,,,
กุ้งผัดเปรี้ยวหวาน,ผัด,"กุ้งขาว,หอมใหญ่,มะเขือเทศ,แตงกวา,สับปะรด,พริกหวาน,พริกหวาน,พริกหวาน,ซอสมะเขือเทศ,ซอสพริก",นำกุ้ง ปอกเปลือกผ่าหลังล้างให้สะอาดใส่ตะกร้าพักให้สะเด็ดน้ำ|วิธีทำ..นำกระทะตั้งไฟปานกลาง ใส่น้ำมันใส่กระเทียมสับ|ใส่กุ้ง หอมใหญ่ มะเขือเทศ สับปะรด แตงกวา พริกหวาน สามสี |ปรุงรส  น้ำมันหอย ซอสมะเขือเทศ ซอสพริก น้ำตาล เกลือ เล็กน้อยใส่กุ้งที่ทอดแล้ว คลุกเคล้าให้เข้ากัน ตักใส่จาน จัดเสิร์ฟ กินคู่ ข้าวสวยร้อนๆ,https://cooking.teenee.com/side-dish/img5/914.jpg,,,,,,,,,,,,,,,,,,,,
ไก่กรอบผัดเปรี้ยวหวาน,ผัด,"ไก่หั่นชิ้น,แป้งอเนกประสงค์,หอมใหญ่ปอก,มะเขือเทศ,พริกหวาน,แตงร้าน,เห็ดหอม,ต้นหอม,กระเทียม,น้ำส้มสายชู",คลุกสันในไก่กับแป้งเอนกประสงค์บางๆ ให้ทั่ว ลงทอดในน้ำมันร้อนๆ จนสุก เหลืองสวย ตักขึ้นพักไว้|เทน้ำมันออกให้เหลือติดกะทะนิดหน่อย ใส่กระเทียมสับลงผัดจนหอม เหลือง ใส่หอมใหญ่ มะขือเทศสีดา เห็ดหอม พริกหวาน และแตงร้าน ลงผัด |ปรุงรสด้วย น้ำตาลทราย ซอสปรุงรส ซอสมะเขือเทศ และน้ำส้มสายชู ผัดให้เข้ากัน|ใส่ไก่ที่ทอดไว้แล้ว ต้นหอมหั่น แล้วผัดให้ข้ากันอีกครั้งนึง,https://www.bloggang.com/data/j/jitigan77/picture/1682265428.jpg,,,,,,,,,,,,,,,,,,,,
ไก่ผัดเม็ดมะม่วง,ผัด,"อกไก่,พริกหวาน,เม็ดมะม่วงหิมพานต์,ต้นหอม,แป้งทอดกรอบ,ซอสพริก,ซอสมะเขือเทศ,กระเทียมสับ",หมักอกไก่ด้วยซีอิ๊วขาวและแป้งทอดกรอบ ขยำให้ส่วนผสมทุกอย่างเข้ากัน แล้วพักไว้ |จากนั้นผสมซีอิ๊วขาว ซอสพริก ซอสมะเขือเทศ น้ำมันหอย น้ำตาลทรายให้เข้ากันแล้วพักไว้|ตั้งกระทะใส่น้ำมันท่วม ใช้ไฟอ่อนทอดเม็ดมะม่วงจนเหลือง แล้วตักขึ้น|จากนั้นทอดพริกแห้งแล้วให้กรอบ พักไว้|ทอดไก่ที่หมักให้เหลืองกรอบ แล้วพักไว้| รินน้ำมันออก ใช้กระทะใบเดิม ผัดพริกหวานและหอมใหญ่ให้สุก แล้วพักไว้|ตั้งกระทะใส่น้ำมัน นำกระเทียมลงไปผัดไฟอ่อนให้หอม |จากนั้นใส่เครื่องที่ทอดไว้ทั้งหมดลงไป เร่งไฟแรงใส่ซอสที่ผสมไว้ลงไปผัด |โรยต้นหอมหั่นท่อน ผัดให้ส่วนผสมเข้ากัน ตักขึ้นใส่จานเสิร์ฟ,https://th.bing.com/th/id/R.79614c80bf662d0c815458fc3d218e5e?rik=qANOawzxkIC4Kw&pid=ImgRaw&r=0,,,,,,,,,,,,,,,,,,,,
แกงส้มไข่ชะอมกุ้ง,แกง,"พริกแห้ง,หอมแดง,กระเทียม,กระชาย,กะปิ,เนื้อปลากะพงต้มสุก,กุ้งขาว,ชะอม,ผักกาดขาว,ไข่ไก่,พริกแกงส้ม,น้ำมะขามเปียก,น้ำตาลปี๊บ,มะนาว",เตรียมทำพริกแกงก่อนโดยการหั่นพริกแห้ง หอมแดง กระเทียม กระชาย เป็นชิ้นหยาบ ๆ เพื่อให้ตำได้สะดวก|จากนั้นโขลกพริกแห้งกับเกลือให้ละเอียด แล้วใส่กระชาย หอมแดง กระเทียมตามลงไปโขลกอีกที เมื่อละเอียดดีแล้ว ใส่กะปิและเนื้อปลากะพงสุกตำให้เป็นเนื้อเดียวกัน แล้วตักขึ้นพักไว้|ทำไข่ชะอมโดยตอกไข่ใส่ชาม ตีให้เข้ากัน แล้วใส่ใบชะอมลงไป ตีอีกครั้ง ตั้งกระทะไฟกลาง ใส่น้ำมัน รอจนน้ำมันร้อนได้ที่ แล้วเทไข่ลงไปทอด ทอดจนสุกทั้งสองด้าน นำขึ้นพักให้เย็น แล้วตัดเป็นชิ้นพอดีคำเตรียมไว้|ตั้งหม้อบนเตา ใส่น้ำเปล่าลงไป เปิดไฟแรง รอจนน้ำเดือด แล้วใส่พริกแกงส้มลงไป คนให้ละลายดี รอจนเดือดอีกครั้ง แล้วปรุงรสด้วยน้ำปลา น้ำมะขาม และน้ำตาลปี๊บ|ใส่กุ้งลงไป รอจนกุ้งสุกจึงใส่ผักกาดขาวหั่นชิ้น คนให้เข้ากันแล้วนำไข่ทอดชะอมที่หั่นเตรียมไว้ใส่ลงไป เมื่อกุ้งสุกจึงตักเสิร์ฟ พร้อมกินแล้ว,https://www.sgethai.com/wp-content/uploads/2022/11/16-700x391.jpg,,,,,,,,,,,,,,,,,,,,
ยำอกไก่,ยำ,"อกไก่,หอมใหญ่,มะเขือเทศ,ขึ้นฉ่าย,พริกขี้ฟ้า,มะนาว",ต้มอกไก่ให้สุกแล้วนำมาฉีกเป็นเส้นหรือหั่นเป็นชิ้นพอดีคำ|ซอยพริก หอมใหญ่ มะเขือเทศ และขึ้นฉ่ายเตรียมไว้|ผสมน้ำปลา น้ำตาลทราย และน้ำมะนาวเข้าด้วยกันเพื่อทำน้ำยำ|ใส่อกไก่ต้มและผักที่ซอยไว้ลงไปในชามผสม|ราดน้ำยำลงไป คลุกเคล้าให้เข้ากันแล้วตักเ,https://img-global.cpcdn.com/recipes/58e98a993884a7ee/680x781cq80/%E0%B8%A3%E0%B8%9B-%E0%B8%AB%E0%B8%A5%E0%B8%81-%E0%B8%82%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%95%E0%B8%A3-%E0%B8%A2%E0%B8%B3%E0%B8%AD%E0%B8%81%E0%B9%84%E0%B8%81%E0%B8%84%E0%B8%A5%E0%B8%99.jpg,,,,,,,,,,,,,,,,,,,,
ลาบอกไก่,ลาบ,"อกไก่สับ,หอมแดง,ต้นหอม,ผักชีฝรั่ง,ใบสะระแหน่,พริกป่น,ข้าวคั่ว,มะนาว",นำอกไก่สับไปรวนในหม้อโดยเติมน้ำเปล่าเล็กน้อยจนสุก|ซอยหอมแดง ต้นหอม ผักชีฝรั่ง และเด็ดใบสะระแหน่เตรียมไว้|ปรุงรสไก่ที่รวนแล้วด้วยน้ำปลา น้ำมะนาว พริกป่น และข้าวคั่ว|ใส่ผักที่ซอยไว้ลงไปคลุกเคล้าให้เข้ากัน|ตักใส่จาน โรยหน้าด้วยใบสะระแหน่ จัดเสิร์ฟพร้อมผักเคียง,https://i.ytimg.com/vi/lS7U8_uE-n8/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDW6PjyOvhihLMwyLDD5jTLC3pZDQ,,,,,,,,,,,,,,,,,,,,
